52.463516,13.444828
52.499035,13.428468
52.491992,13.33121
52.536703,13.286578
52.497774,13.39176
52.518111,13.342165
52.538718,13.232309
52.513361,13.395346
52.510858,13.416169
52.535946,13.605794
52.486957,13.42472
52.488028,13.424578
52.493833,13.324051
52.576252,13.295083
52.538105,13.634541
52.536985,13.293661
52.429253,13.453851
52.509985,13.281695
52.460512,13.384905
52.476429,13.439805
52.521436,13.588763
52.527349,13.589345
52.490845,13.360917
52.517229,13.412455
52.506673,13.390863
52.493567,13.310084
52.499047,13.417748
52.442615,13.24036
52.503763,13.331419
52.49981,13.362814
52.563483,13.327328
52.472874,13.4284
52.546493,13.359395
52.575394,13.339047
52.424645,13.463109
52.539135,13.619707
52.512214,13.489439
52.493575,13.388153
52.503806,13.374719
52.525978,13.305715
52.511519,13.383798
52.503739,13.410947
52.512007,13.408767
52.498944,13.383256
52.531254,13.382415
52.551524,13.367365
52.516409,13.25991
52.499644,13.353825
52.517048,13.2505
52.450146,13.254016
52.525163,13.387587
52.450419,13.26891
52.556938,13.373284
52.571122,13.303074
52.552255,13.381837
52.574534,13.347532
52.478142,13.386725
52.445344,13.449925
52.538098,13.248593
52.484977,13.386351
52.464172,13.295203
52.498274,13.406531
52.481146,13.434807
52.588218,13.325568
52.483332,13.341989
52.55667,13.341013
52.539895,13.370393
52.570843,13.360635
52.517154,13.307221
52.536904,13.26287
52.528191,13.410405
52.529781,13.401393
52.415714,13.496527
52.525587,13.241902
52.472462,13.314387
52.514662,13.465347
52.567111,13.311524
52.520316,13.421895
52.501147,13.441791
52.461183,13.324836
52.535397,13.377033
52.493179,13.422241
52.55047,13.351969
52.532622,13.412625
52.537026,13.273323
52.51097,13.297463
52.496582,13.330613
52.511301,13.402352
52.511495,13.389719
52.518025,13.432208
52.489219,13.407685
52.468806,13.385842
52.497236,13.523626
52.525938,13.341417
52.502742,13.326233
52.45345,13.384771
52.496169,13.343264
52.559517,13.41377
52.54193,13.393157
52.464998,13.328409
52.516848,13.443278
52.525376,13.405305
52.445801,13.385561
52.505834,13.306885
52.595509,13.3333
52.502109,13.342561
52.423152,13.47482
52.537522,13.217625
52.423032,13.484371
